AMC,BUY ,582.83,174,1534849032959,2022-12-03 20:57:12.959
ANZ,SELL,879.71,223,1534849033963,2022-12-03 20:57:13.963
AMC,BUY ,8.44,546,1534849034968,2022-12-03 20:57:14.968
AGL,SELL,647.62,746,1534849035971,2022-12-03 20:57:15.971
AGL,BUY ,305.46,834,1534849036972,2022-12-03 20:57:16.972
AMC,SELL,95.77,761,1534849037977,2022-12-03 20:57:17.977
AMC,BUY ,805.05,955,1534849038980,2022-12-03 20:57:18.98
ANZ,SELL,501.20,144,1534849039985,2022-12-03 20:57:19.985
AMC,BUY ,789.09,732,1534849040986,2022-12-03 20:57:20.986
AMC,SELL,658.00,171,1534849041986,2022-12-03 20:57:21.986
ANZ,BUY ,692.59,230,1534849042991,2022-12-03 20:57:22.991
ANZ,SELL,998.33,165,1534849043994,2022-12-03 20:57:23.994
AMC,BUY ,307.03,171,1534849044998,2022-12-03 20:57:24.998
AMC,SELL,425.70,625,1534849046001,2022-12-03 20:57:26.001
ANZ,BUY ,36.43,352,1534849047005,2022-12-03 20:57:27.005
AMC,SELL,174.56,207,1534849048008,2022-12-03 20:57:28.008
ANZ,BUY ,852.99,396,1534849049012,2022-12-03 20:57:29.012
AGL,SELL,871.12,523,1534849050017,2022-12-03 20:57:30.017
ANZ,BUY ,975.09,81,1534849051021,2022-12-03 20:57:31.021
ANZ,SELL,111.30,307,1534849052026,2022-12-03 20:57:32.026
ANZ,BUY ,447.51,488,1534849053029,2022-12-03 20:57:33.029
AMC,SELL,294.97,711,1534849054034,2022-12-03 20:57:34.034
ANZ,BUY ,742.37,415,1534849055039,2022-12-03 20:57:35.039
ANZ,SELL,159.71,561,1534849056039,2022-12-03 20:57:36.039
AGL,BUY ,218.94,403,1534849057040,2022-12-03 20:57:37.04
AGL,SELL,442.38,372,1534849058045,2022-12-03 20:57:38.045
ANZ,BUY ,781.50,80,1534849059050,2022-12-03 20:57:39.05
AMC,SELL,363.84,695,1534849060053,2022-12-03 20:57:40.053
AMC,BUY ,356.51,262,1534849061057,2022-12-03 20:57:41.057
AGL,SELL,179.54,249,1534849062062,2022-12-03 20:57:42.062
AMC,BUY ,874.06,339,1534849063067,2022-12-03 20:57:43.067
AGL,SELL,868.24,308,1534849064072,2022-12-03 20:57:44.072
ANZ,BUY ,283.15,77,1534849065078,2022-12-03 20:57:45.078
ANZ,SELL,141.05,571,1534849066081,2022-12-03 20:57:46.081
AGL,BUY ,756.20,254,1534849067084,2022-12-03 20:57:47.084
ANZ,SELL,345.08,573,1534849068086,2022-12-03 20:57:48.086
AGL,BUY ,645.84,664,1534849069090,2022-12-03 20:57:49.09
ANZ,SELL,508.20,610,1534849070093,2022-12-03 20:57:50.093
AMC,BUY ,944.91,545,1534849071097,2022-12-03 20:57:51.097
ANZ,SELL,726.17,458,1534849072100,2022-12-03 20:57:52.1
ANZ,BUY ,970.98,998,1534849073105,2022-12-03 20:57:53.105
ANZ,SELL,328.31,731,1534849074110,2022-12-03 20:57:54.11
AGL,BUY ,747.01,624,1534849075111,2022-12-03 20:57:55.111
ANZ,SELL,774.67,226,1534849076116,2022-12-03 20:57:56.116
ANZ,BUY ,82.59,804,1534849077121,2022-12-03 20:57:57.121
AGL,SELL,35.37,534,1534849078124,2022-12-03 20:57:58.124
Some network delay induced..
ANZ,BUY ,673.36,268,1534849079145,2022-12-03 20:57:59.145
AGL,SELL,282.11,353,1534849080146,2022-12-03 20:58:00.146
ANZ,BUY ,630.84,833,1534849081150,2022-12-03 20:58:01.15
AMC,SELL,81.98,768,1534849082153,2022-12-03 20:58:02.153
ANZ,BUY ,731.24,962,1534849083156,2022-12-03 20:58:03.156
AGL,SELL,925.41,936,1534849084160,2022-12-03 20:58:04.16
AMC,BUY ,328.72,779,1534849085164,2022-12-03 20:58:05.164
AGL,SELL,842.90,737,1534849086166,2022-12-03 20:58:06.166
ANZ,BUY ,317.18,897,1534849087168,2022-12-03 20:58:07.168
AGL,SELL,69.38,684,1534849088169,2022-12-03 20:58:08.169
AMC,BUY ,744.39,474,1534849089174,2022-12-03 20:58:09.174
AMC,SELL,200.25,630,1534849090177,2022-12-03 20:58:10.177
AGL,BUY ,683.22,40,1534849091183,2022-12-03 20:58:11.183
AGL,SELL,49.79,597,1534849092188,2022-12-03 20:58:12.188
ANZ,BUY ,746.94,12,1534849093189,2022-12-03 20:58:13.189
AGL,SELL,470.65,39,1534849094195,2022-12-03 20:58:14.195
AGL,BUY ,199.11,692,1534849095196,2022-12-03 20:58:15.196
AMC,SELL,721.98,192,1534849096201,2022-12-03 20:58:16.201
AMC,BUY ,953.17,559,1534849097203,2022-12-03 20:58:17.203
ANZ,SELL,584.26,682,1534849098205,2022-12-03 20:58:18.205
ANZ,BUY ,883.07,397,1534849099206,2022-12-03 20:58:19.206
ANZ,SELL,310.47,67,1534849100210,2022-12-03 20:58:20.21
ANZ,BUY ,773.09,161,1534849101211,2022-12-03 20:58:21.211
AGL,SELL,676.09,525,1534849102216,2022-12-03 20:58:22.216
AMC,BUY ,923.93,713,1534849103220,2022-12-03 20:58:23.22
ANZ,SELL,844.48,447,1534849104221,2022-12-03 20:58:24.221
ANZ,BUY ,901.69,994,1534849105226,2022-12-03 20:58:25.226
AMC,SELL,499.60,102,1534849106226,2022-12-03 20:58:26.226
AMC,BUY ,167.06,710,1534849107231,2022-12-03 20:58:27.231
AMC,SELL,714.62,128,1534849108235,2022-12-03 20:58:28.235
ANZ,BUY ,354.86,727,1534849109240,2022-12-03 20:58:29.24
ANZ,SELL,322.76,277,1534849110244,2022-12-03 20:58:30.244
AGL,BUY ,786.99,371,1534849111246,2022-12-03 20:58:31.246
AGL,SELL,135.89,662,1534849112250,2022-12-03 20:58:32.25
AGL,BUY ,396.84,95,1534849113252,2022-12-03 20:58:33.252
ANZ,SELL,216.76,0,1534849114254,2022-12-03 20:58:34.254
ANZ,BUY ,619.23,918,1534849115259,2022-12-03 20:58:35.259
AGL,SELL,552.17,367,1534849116260,2022-12-03 20:58:36.26
AMC,BUY ,957.01,706,1534849117265,2022-12-03 20:58:37.265
AGL,SELL,897.58,445,1534849118266,2022-12-03 20:58:38.266
AGL,BUY ,874.01,246,1534849119269,2022-12-03 20:58:39.269
AMC,SELL,267.32,50,1534849120272,2022-12-03 20:58:40.272
ANZ,BUY ,383.77,452,1534849121275,2022-12-03 20:58:41.275
AGL,SELL,530.39,299,1534849122277,2022-12-03 20:58:42.277
ANZ,BUY ,204.52,250,1534849123282,2022-12-03 20:58:43.282
AMC,SELL,838.01,645,1534849124284,2022-12-03 20:58:44.284
AMC,BUY ,632.87,349,1534849125287,2022-12-03 20:58:45.287
ANZ,SELL,157.19,232,1534849126292,2022-12-03 20:58:46.292
AGL,BUY ,352.43,528,1534849127293,2022-12-03 20:58:47.293
AGL,SELL,13.61,446,1534849128298,2022-12-03 20:58:48.298
ANZ,BUY ,238.17,563,1534849129304,2022-12-03 20:58:49.304
AMC,SELL,657.57,931,1534849130308,2022-12-03 20:58:50.308
AMC,BUY ,843.23,62,1534849131309,2022-12-03 20:58:51.309
AGL,SELL,258.03,508,1534849132311,2022-12-03 20:58:52.311
ANZ,BUY ,662.32,501,1534849133315,2022-12-03 20:58:53.315
ANZ,SELL,403.07,458,1534849134317,2022-12-03 20:58:54.317
AMC,BUY ,454.10,11,1534849135321,2022-12-03 20:58:55.321
AMC,SELL,138.90,486,1534849136325,2022-12-03 20:58:56.325
ANZ,BUY ,874.93,448,1534849137330,2022-12-03 20:58:57.33
ANZ,SELL,14.92,340,1534849138333,2022-12-03 20:58:58.333
AGL,BUY ,426.96,981,1534849139333,2022-12-03 20:58:59.333
AGL,SELL,119.12,706,1534849140338,2022-12-03 20:59:00.338
Some network delay induced..
ANZ,BUY ,256.19,333,1534849141495,2022-12-03 20:59:01.495
ANZ,SELL,885.67,975,1534849142495,2022-12-03 20:59:02.495
AGL,BUY ,649.36,724,1534849143499,2022-12-03 20:59:03.499
AGL,SELL,536.00,398,1534849144502,2022-12-03 20:59:04.502
AGL,BUY ,173.21,441,1534849145506,2022-12-03 20:59:05.506
AGL,SELL,374.63,922,1534849146509,2022-12-03 20:59:06.509
AMC,BUY ,275.86,349,1534849147514,2022-12-03 20:59:07.514
AMC,SELL,803.06,649,1534849148518,2022-12-03 20:59:08.518
ANZ,BUY ,827.05,250,1534849149522,2022-12-03 20:59:09.522
AMC,SELL,837.37,667,1534849150524,2022-12-03 20:59:10.524
AGL,BUY ,512.56,166,1534849151529,2022-12-03 20:59:11.529
AGL,SELL,119.78,642,1534849152533,2022-12-03 20:59:12.533
AMC,BUY ,217.94,0,1534849153534,2022-12-03 20:59:13.534
ANZ,SELL,899.43,202,1534849154537,2022-12-03 20:59:14.537
ANZ,BUY ,537.41,423,1534849155541,2022-12-03 20:59:15.541
AMC,SELL,224.32,807,1534849156545,2022-12-03 20:59:16.545
AGL,BUY ,326.35,656,1534849157550,2022-12-03 20:59:17.55
AMC,SELL,634.38,123,1534849158554,2022-12-03 20:59:18.554
ANZ,BUY ,778.99,878,1534849159555,2022-12-03 20:59:19.555
AMC,SELL,974.42,927,1534849160560,2022-12-03 20:59:20.56
AMC,BUY ,857.69,433,1534849161564,2022-12-03 20:59:21.564
AGL,SELL,556.40,646,1534849162569,2022-12-03 20:59:22.569
ANZ,BUY ,26.46,298,1534849163573,2022-12-03 20:59:23.573
AMC,SELL,791.73,567,1534849164576,2022-12-03 20:59:24.576
AMC,BUY ,148.07,74,1534849165580,2022-12-03 20:59:25.58
ANZ,SELL,587.54,298,1534849166584,2022-12-03 20:59:26.584
ANZ,BUY ,93.17,48,1534849167587,2022-12-03 20:59:27.587
ANZ,SELL,254.52,663,1534849168589,2022-12-03 20:59:28.589
ANZ,BUY ,79.02,330,1534849169591,2022-12-03 20:59:29.591
ANZ,SELL,409.76,684,1534849170593,2022-12-03 20:59:30.593
ANZ,BUY ,6.83,352,1534849171598,2022-12-03 20:59:31.598
AGL,SELL,374.13,677,1534849172599,2022-12-03 20:59:32.599
AMC,BUY ,98.68,541,1534849173601,2022-12-03 20:59:33.601
AGL,SELL,862.04,979,1534849174602,2022-12-03 20:59:34.602
ANZ,BUY ,948.62,79,1534849175606,2022-12-03 20:59:35.606
AMC,SELL,340.20,448,1534849176611,2022-12-03 20:59:36.611
ANZ,BUY ,697.12,20,1534849177616,2022-12-03 20:59:37.616
AMC,SELL,292.53,191,1534849178618,2022-12-03 20:59:38.618
AMC,BUY ,414.19,229,1534849179621,2022-12-03 20:59:39.621
ANZ,SELL,769.86,46,1534849180626,2022-12-03 20:59:40.626
AGL,BUY ,933.56,757,1534849181630,2022-12-03 20:59:41.63
AMC,SELL,26.04,820,1534849182632,2022-12-03 20:59:42.632
AMC,BUY ,318.95,32,1534849183637,2022-12-03 20:59:43.637
ANZ,SELL,746.05,37,1534849184639,2022-12-03 20:59:44.639
AMC,BUY ,862.97,462,1534849185642,2022-12-03 20:59:45.642
AGL,SELL,357.05,939,1534849186646,2022-12-03 20:59:46.646
AGL,BUY ,20.43,359,1534849187647,2022-12-03 20:59:47.647
ANZ,SELL,180.15,764,1534849188651,2022-12-03 20:59:48.651
ANZ,BUY ,959.84,342,1534849189655,2022-12-03 20:59:49.655
AMC,SELL,728.16,1,1534849190660,2022-12-03 20:59:50.66
AGL,BUY ,480.43,79,1534849191663,2022-12-03 20:59:51.663
AGL,SELL,283.99,994,1534849192664,2022-12-03 20:59:52.664
ANZ,BUY ,886.81,498,1534849193666,2022-12-03 20:59:53.666
AMC,SELL,4.51,516,1534849194670,2022-12-03 20:59:54.67
AMC,BUY ,39.38,344,1534849195671,2022-12-03 20:59:55.671
AMC,SELL,186.50,421,1534849196673,2022-12-03 20:59:56.673
AGL,BUY ,205.58,371,1534849197677,2022-12-03 20:59:57.677
AMC,SELL,3.94,812,1534849198681,2022-12-03 20:59:58.681
AGL,BUY ,525.92,479,1534849199686,2022-12-03 20:59:59.686
ANZ,SELL,980.09,483,1534849200686,2022-12-03 21:00:00.686
AMC,BUY ,878.11,133,1534849201689,2022-12-03 21:00:01.689
AMC,SELL,693.32,502,1534849202693,2022-12-03 21:00:02.693
ANZ,BUY ,673.96,789,1534849203697,2022-12-03 21:00:03.697
ANZ,SELL,731.90,4,1534849204699,2022-12-03 21:00:04.699
ANZ,BUY ,655.42,144,1534849205703,2022-12-03 21:00:05.703
ANZ,SELL,711.14,282,1534849206708,2022-12-03 21:00:06.708
ANZ,BUY ,70.24,518,1534849207713,2022-12-03 21:00:07.713
AGL,SELL,245.21,733,1534849208713,2022-12-03 21:00:08.713
ANZ,BUY ,701.89,707,1534849209716,2022-12-03 21:00:09.716
AMC,SELL,126.37,822,1534849210718,2022-12-03 21:00:10.718
AMC,BUY ,104.75,697,1534849211722,2022-12-03 21:00:11.722
ANZ,SELL,605.93,205,1534849212727,2022-12-03 21:00:12.727
ANZ,BUY ,52.60,755,1534849213732,2022-12-03 21:00:13.732
ANZ,SELL,594.02,608,1534849214733,2022-12-03 21:00:14.733
AMC,BUY ,646.91,829,1534849215739,2022-12-03 21:00:15.739
ANZ,SELL,799.61,106,1534849216744,2022-12-03 21:00:16.744
AMC,BUY ,751.41,207,1534849217744,2022-12-03 21:00:17.744
AMC,SELL,317.25,351,1534849218750,2022-12-03 21:00:18.75
AMC,BUY ,419.95,473,1534849219754,2022-12-03 21:00:19.754
AMC,SELL,933.84,724,1534849220758,2022-12-03 21:00:20.758
AGL,BUY ,767.40,126,1534849221762,2022-12-03 21:00:21.762
ANZ,SELL,476.46,793,1534849222767,2022-12-03 21:00:22.767
ANZ,BUY ,296.34,58,1534849223771,2022-12-03 21:00:23.771
AMC,SELL,851.45,216,1534849224773,2022-12-03 21:00:24.773
AMC,BUY ,37.37,894,1534849225778,2022-12-03 21:00:25.778
Some network delay induced..
AMC,SELL,35.31,237,1534849226928,2022-12-03 21:00:26.928
AMC,BUY ,986.74,217,1534849227933,2022-12-03 21:00:27.933
AGL,SELL,169.48,805,1534849228937,2022-12-03 21:00:28.937
ANZ,BUY ,232.02,557,1534849229939,2022-12-03 21:00:29.939
ANZ,SELL,84.00,225,1534849230939,2022-12-03 21:00:30.939
AGL,BUY ,845.36,425,1534849231943,2022-12-03 21:00:31.943
AGL,SELL,29.19,218,1534849232946,2022-12-03 21:00:32.946
AGL,BUY ,93.45,763,1534849233950,2022-12-03 21:00:33.95
ANZ,SELL,129.73,756,1534849234954,2022-12-03 21:00:34.954
ANZ,BUY ,764.07,492,1534849235954,2022-12-03 21:00:35.954
ANZ,SELL,92.18,644,1534849236956,2022-12-03 21:00:36.956
AGL,BUY ,441.76,334,1534849237961,2022-12-03 21:00:37.961
ANZ,SELL,994.83,628,1534849238965,2022-12-03 21:00:38.965
ANZ,BUY ,378.25,326,1534849239965,2022-12-03 21:00:39.965
AMC,SELL,567.90,260,1534849240970,2022-12-03 21:00:40.97
AMC,BUY ,198.21,971,1534849241974,2022-12-03 21:00:41.974
AMC,SELL,232.37,952,1534849242978,2022-12-03 21:00:42.978
AGL,BUY ,56.80,335,1534849243981,2022-12-03 21:00:43.981
AMC,SELL,307.50,566,1534849244981,2022-12-03 21:00:44.981
AGL,BUY ,22.75,595,1534849245983,2022-12-03 21:00:45.983
ANZ,SELL,219.65,894,1534849246987,2022-12-03 21:00:46.987
ANZ,BUY ,399.08,732,1534849247991,2022-12-03 21:00:47.991
AGL,SELL,249.46,18,1534849248994,2022-12-03 21:00:48.994
AMC,BUY ,413.52,394,1534849249995,2022-12-03 21:00:49.995
ANZ,SELL,339.61,869,1534849250995,2022-12-03 21:00:50.995
AMC,BUY ,211.35,733,1534849251997,2022-12-03 21:00:51.997
ANZ,SELL,751.88,662,1534849252998,2022-12-03 21:00:52.998
AGL,BUY ,365.97,568,1534849253999,2022-12-03 21:00:53.999
ANZ,SELL,910.40,531,1534849255003,2022-12-03 21:00:55.003
ANZ,BUY ,185.52,272,1534849256006,2022-12-03 21:00:56.006
AMC,SELL,596.74,776,1534849257011,2022-12-03 21:00:57.011
AMC,BUY ,939.28,852,1534849258016,2022-12-03 21:00:58.016
AMC,SELL,773.09,384,1534849259019,2022-12-03 21:00:59.019
AGL,BUY ,752.65,644,1534849260020,2022-12-03 21:01:00.02
AGL,SELL,701.26,424,1534849261023,2022-12-03 21:01:01.023
ANZ,BUY ,327.72,715,1534849262027,2022-12-03 21:01:02.027
AGL,SELL,697.99,160,1534849263030,2022-12-03 21:01:03.03
AGL,BUY ,834.05,574,1534849264035,2022-12-03 21:01:04.035
ANZ,SELL,821.53,131,1534849265037,2022-12-03 21:01:05.037
AGL,BUY ,284.62,116,1534849266041,2022-12-03 21:01:06.041
ANZ,SELL,19.32,755,1534849267046,2022-12-03 21:01:07.046
AMC,BUY ,462.54,830,1534849268049,2022-12-03 21:01:08.049
AGL,SELL,783.51,968,1534849269053,2022-12-03 21:01:09.053
AGL,BUY ,996.54,286,1534849270056,2022-12-03 21:01:10.056
AMC,SELL,158.84,216,1534849271061,2022-12-03 21:01:11.061
AGL,BUY ,496.53,233,1534849272066,2022-12-03 21:01:12.066
AGL,SELL,26.57,181,1534849273070,2022-12-03 21:01:13.07
AMC,BUY ,755.46,231,1534849274072,2022-12-03 21:01:14.072
AGL,SELL,948.21,540,1534849275077,2022-12-03 21:01:15.077
ANZ,BUY ,899.60,647,1534849276082,2022-12-03 21:01:16.082
ANZ,SELL,494.85,714,1534849277086,2022-12-03 21:01:17.086
ANZ,BUY ,26.44,333,1534849278087,2022-12-03 21:01:18.087
AGL,SELL,910.43,943,1534849279088,2022-12-03 21:01:19.088
AGL,BUY ,308.23,638,1534849280090,2022-12-03 21:01:20.09
ANZ,SELL,161.35,460,1534849281092,2022-12-03 21:01:21.092
ANZ,BUY ,758.52,728,1534849282092,2022-12-03 21:01:22.092
ANZ,SELL,910.54,686,1534849283097,2022-12-03 21:01:23.097
AMC,BUY ,860.33,540,1534849284097,2022-12-03 21:01:24.097
AGL,SELL,720.16,602,1534849285103,2022-12-03 21:01:25.103
AGL,BUY ,36.60,6,1534849286104,2022-12-03 21:01:26.104
ANZ,SELL,835.60,409,1534849287106,2022-12-03 21:01:27.106
AGL,BUY ,507.24,177,1534849288110,2022-12-03 21:01:28.11
AGL,SELL,231.84,587,1534849289114,2022-12-03 21:01:29.114
AMC,BUY ,421.68,340,1534849290116,2022-12-03 21:01:30.116
AGL,SELL,214.27,357,1534849291121,2022-12-03 21:01:31.121
ANZ,BUY ,281.81,241,1534849292126,2022-12-03 21:01:32.126
AMC,SELL,757.14,357,1534849293129,2022-12-03 21:01:33.129
AMC,BUY ,577.49,771,1534849294129,2022-12-03 21:01:34.129
AMC,SELL,935.96,106,1534849295132,2022-12-03 21:01:35.132
AGL,BUY ,245.30,893,1534849296134,2022-12-03 21:01:36.134
AGL,SELL,264.19,366,1534849297135,2022-12-03 21:01:37.135
AGL,BUY ,30.80,311,1534849298136,2022-12-03 21:01:38.136
AGL,SELL,479.86,165,1534849299138,2022-12-03 21:01:39.138
AGL,BUY ,85.69,218,1534849300139,2022-12-03 21:01:40.139
ANZ,SELL,344.42,157,1534849301141,2022-12-03 21:01:41.141
AMC,BUY ,163.36,40,1534849302145,2022-12-03 21:01:42.145
ANZ,SELL,314.00,406,1534849303150,2022-12-03 21:01:43.15
Some network delay induced..
ANZ,BUY ,590.03,287,1534849304283,2022-12-03 21:01:44.283
ANZ,SELL,522.23,553,1534849305285,2022-12-03 21:01:45.285
AGL,BUY ,782.93,317,1534849306289,2022-12-03 21:01:46.289
AGL,SELL,374.35,835,1534849307289,2022-12-03 21:01:47.289
AMC,BUY ,463.62,994,1534849308290,2022-12-03 21:01:48.29
ANZ,SELL,193.62,488,1534849309294,2022-12-03 21:01:49.294
AMC,BUY ,871.14,314,1534849310297,2022-12-03 21:01:50.297
AGL,SELL,784.28,290,1534849311302,2022-12-03 21:01:51.302
AMC,BUY ,218.52,154,1534849312306,2022-12-03 21:01:52.306
AMC,SELL,479.00,233,1534849313311,2022-12-03 21:01:53.311
ANZ,BUY ,355.88,817,1534849314316,2022-12-03 21:01:54.316
ANZ,SELL,224.48,697,1534849315319,2022-12-03 21:01:55.319
AMC,BUY ,104.12,662,1534849316322,2022-12-03 21:01:56.322
Some network delay induced..
ANZ,SELL,525.21,153,1534849317436,2022-12-03 21:01:57.436
AMC,BUY ,5.73,77,1534849318444,2022-12-03 21:01:58.444
AGL,SELL,613.41,536,1534849319448,2022-12-03 21:01:59.448
AGL,BUY ,302.44,572,1534849320451,2022-12-03 21:02:00.451
Some network delay induced..
ANZ,SELL,42.07,992,1534849321471,2022-12-03 21:02:01.471
ANZ,BUY ,794.29,479,1534849322475,2022-12-03 21:02:02.475
AGL,SELL,8.65,549,1534849323480,2022-12-03 21:02:03.48
ANZ,BUY ,860.79,802,1534849324486,2022-12-03 21:02:04.486
AMC,SELL,108.39,468,1534849325487,2022-12-03 21:02:05.487
AGL,BUY ,331.80,29,1534849326490,2022-12-03 21:02:06.49
ANZ,SELL,889.00,766,1534849327492,2022-12-03 21:02:07.492
